id,age,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job,marital,education
2448,32,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,entrepreneur,married,high.school
2449,40,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,management,married,unknown
2450,58,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,blue-collar,married,basic.4y
2451,44,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,admin.,married,university.degree
2452,46,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,entrepreneur,married,unknown
2453,47,unknown,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,admin.,married,basic.6y
2454,44,no,yes,yes,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,no,management,married,basic.6y
2455,39,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.,married,high.school
2456,38,no,yes,yes,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes,technician,married,professional.course
2457,59,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,basic.4y
2458,49,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,management,divorced,university.degree
2459,51,no,no,no,telephone,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no,admin.,married,university.degree
2460,55,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,unemployed,married,university.degree
2461,49,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,technician,divorced,high.school
2462,44,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.,married,basic.4y
2463,29,no,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,blue-collar,single,high.school
2464,49,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,unknown
2465,49,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,technician,married,professional.course
2467,39,no,no,no,telephone,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no,blue-collar,married,basic.9y
2469,55,unknown,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,entrepreneur,single,unknown
2472,37,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,technician,single,professional.course
2473,29,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,self-employed,married,basic.6y
2474,54,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,blue-collar,married,basic.4y
2475,35,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no,technician,married,university.degree
2476,41,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,technician,single,professional.course
2477,31,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician,married,professional.course
2478,30,no,no,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,married,university.degree
2479,43,no,yes,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,technician,married,professional.course
2480,31,no,no,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,professional.course
2481,33,no,yes,no,telephone,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes,admin.,single,university.degree
2483,47,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,single,university.degree
2484,32,no,yes,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,services,married,professional.course
2485,49,unknown,yes,no,telephone,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,management,married,university.degree
2486,41,no,yes,no,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,technician,married,high.school
2487,60,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,professional.course
2488,42,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,services,married,high.school
2489,39,no,yes,no,cellular,may,thu,2,6,3,success,-1.8,93.876,-40.0,0.683,5008.7,yes,services,married,high.school
2490,52,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,married,unknown
2491,29,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,blue-collar,married,basic.6y
2492,40,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,single,professional.course
2493,30,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,services,married,high.school
2494,38,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,admin.,married,high.school
2495,37,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
2496,60,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,divorced,basic.4y
2497,26,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,blue-collar,single,basic.9y
2498,37,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,management,married,university.degree
2499,56,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,married,high.school
2500,44,no,yes,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,technician,married,high.school
2501,46,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,admin.,married,high.school
2502,59,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,admin.,married,university.degree
2503,52,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,services,married,high.school
2504,40,no,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician,divorced,professional.course
2505,44,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,married,high.school
2507,33,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,technician,married,professional.course
2508,38,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,blue-collar,married,basic.4y
2509,53,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes,entrepreneur,married,basic.4y
2510,56,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,unemployed,divorced,high.school
2511,48,no,yes,no,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,blue-collar,married,high.school
2512,45,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,admin.,divorced,high.school
2513,56,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,university.degree
2514,48,no,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes,management,married,university.degree
2515,62,no,no,no,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,yes,admin.,married,high.school
2516,24,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes,services,single,high.school
2517,33,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no,admin.,single,high.school
2518,49,no,yes,no,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,no,technician,divorced,professional.course
2519,54,no,no,no,telephone,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,housemaid,married,professional.course
2521,31,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.,single,high.school
2522,51,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,admin.,married,university.degree
2523,35,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,single,basic.4y
2524,50,no,yes,no,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes,technician,single,university.degree
2525,30,no,yes,no,cellular,aug,fri,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no,admin.,single,university.degree
2526,30,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.9y
2527,32,unknown,no,no,telephone,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,blue-collar,married,basic.6y
2528,45,unknown,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,blue-collar,single,high.school
2529,46,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,admin.,divorced,high.school
2530,48,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,blue-collar,married,basic.4y
2531,31,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,entrepreneur,single,university.degree
2532,40,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,technician,married,university.degree
2533,56,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar,unknown,basic.4y
2534,42,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,technician,married,professional.course
2535,57,no,no,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,no,admin.,divorced,university.degree
2536,47,unknown,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,technician,married,professional.course
2537,36,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,technician,married,university.degree
2538,53,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,services,married,high.school
2539,58,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,self-employed,married,basic.9y
2541,35,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,admin.,single,university.degree
2542,34,unknown,yes,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.9y
2543,41,no,no,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes,admin.,married,basic.6y
2544,30,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,unknown,married,professional.course
2545,30,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,technician,single,professional.course
2546,37,no,yes,no,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,services,single,high.school
2547,53,no,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no,services,married,basic.9y
2548,34,no,yes,yes,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,services,unknown,high.school
2549,28,no,yes,no,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,admin.,single,university.degree
2550,29,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,entrepreneur,single,university.degree
2552,56,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes,retired,married,high.school
2553,31,no,no,no,cellular,jul,thu,35,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,services,single,high.school
2554,40,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,blue-collar,single,basic.9y
2555,47,no,yes,yes,telephone,may,fri,6,6,1,success,-1.8,92.893,-46.2,1.313,5099.1,no,blue-collar,married,high.school
2556,37,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,management,single,university.degree
2557,57,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,retired,married,university.degree
2558,37,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,blue-collar,single,professional.course
2559,52,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,self-employed,single,basic.4y
2560,34,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,single,university.degree
2561,43,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,married,high.school
2562,34,no,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,no,blue-collar,single,unknown
2563,49,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,admin.,married,university.degree
2564,25,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,admin.,single,high.school
2565,38,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,services,married,high.school
2566,40,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,unemployed,divorced,high.school
2567,31,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,technician,single,university.degree
2568,29,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,married,professional.course
2569,57,no,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,admin.,married,university.degree
2570,38,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,management,married,university.degree
2571,48,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.,single,university.degree
2572,32,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,admin.,single,university.degree
2573,30,no,yes,no,telephone,sep,mon,2,999,0,nonexistent,-3.4,92.379,-29.8,0.771,5017.5,no,self-employed,married,university.degree
2574,52,unknown,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,retired,divorced,basic.4y
2575,34,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,services,divorced,high.school
2576,60,no,yes,no,cellular,nov,tue,2,4,1,success,-1.1,94.767,-50.8,1.035,4963.6,no,blue-collar,married,basic.4y
2577,37,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,technician,married,professional.course
2578,47,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,technician,divorced,high.school
2579,57,no,yes,no,cellular,dec,wed,2,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,yes,admin.,married,unknown
2580,28,no,yes,no,cellular,aug,mon,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,no,admin.,married,university.degree
2581,61,unknown,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,admin.,married,university.degree
2582,33,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,admin.,married,university.degree
2583,36,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,technician,married,professional.course
2584,53,unknown,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,married,basic.9y
2585,36,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar,married,unknown
2586,31,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,self-employed,married,university.degree
2587,44,unknown,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,management,divorced,basic.9y
2588,37,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,blue-collar,married,basic.9y
2589,32,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician,single,university.degree
2591,29,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,management,single,university.degree
2592,37,no,no,yes,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,management,divorced,unknown
2593,48,unknown,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,retired,married,basic.4y
2594,33,no,yes,no,cellular,oct,mon,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes,services,single,university.degree
2595,38,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar,married,basic.6y
2596,41,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar,married,basic.4y
2597,57,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no,housemaid,married,basic.4y
2598,35,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,basic.9y
2599,34,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar,married,basic.9y
2600,50,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,entrepreneur,married,basic.9y
2601,49,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,management,married,university.degree
2602,28,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,blue-collar,married,basic.9y
2603,53,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,admin.,single,unknown
2604,52,no,yes,yes,cellular,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no,admin.,married,professional.course
2605,35,unknown,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,single,professional.course
2606,65,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,technician,married,professional.course
2608,56,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,divorced,basic.9y
2609,39,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,housemaid,married,basic.9y
2610,23,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,admin.,single,high.school
2611,32,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.,single,university.degree
2612,35,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,admin.,single,university.degree
2613,50,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,management,married,university.degree
2614,52,no,unknown,unknown,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,management,married,professional.course
2615,58,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,retired,divorced,university.degree
2616,37,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,blue-collar,divorced,professional.course
2617,34,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,admin.,single,university.degree
2618,54,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,technician,married,professional.course
2619,60,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no,admin.,married,university.degree
2620,30,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.9y
2621,34,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,blue-collar,married,basic.9y
2623,43,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,blue-collar,married,basic.9y
2624,37,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,blue-collar,married,basic.4y
2625,34,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,technician,married,high.school
2626,30,no,unknown,unknown,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no,admin.,married,high.school
2627,31,no,yes,no,telephone,nov,thu,8,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no,technician,married,basic.6y
2629,48,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,admin.,married,university.degree
2630,21,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes,student,single,high.school
2631,42,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,unknown
2632,38,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,married,basic.6y
2633,42,no,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,self-employed,married,university.degree
2634,40,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,technician,married,professional.course
2635,33,no,no,no,telephone,jun,tue,2,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,no,admin.,married,university.degree
2637,37,unknown,no,no,telephone,may,tue,14,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar,married,high.school
2638,38,no,no,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes,blue-collar,single,high.school
2639,52,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management,divorced,university.degree
2640,44,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician,single,professional.course
2641,38,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,single,high.school
2642,24,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,services,single,high.school
2643,32,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,technician,single,professional.course
2644,32,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,married,high.school
2645,44,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,services,married,unknown
2646,39,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,services,single,university.degree
2647,57,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.4y
2649,50,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,services,married,basic.4y
2650,36,unknown,yes,yes,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,management,married,university.degree
2651,40,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,divorced,high.school
2652,47,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar,married,basic.6y
2653,36,unknown,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,student,single,unknown
2654,33,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,single,high.school
2655,27,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,admin.,single,high.school
2656,60,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,retired,married,university.degree
2657,37,unknown,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,entrepreneur,married,university.degree
2658,35,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,management,married,high.school
2659,49,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,admin.,married,basic.4y
2660,40,no,no,no,telephone,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,admin.,divorced,university.degree
2661,43,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,blue-collar,married,basic.9y
2662,47,no,no,no,cellular,aug,wed,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes,admin.,married,university.degree
2663,33,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management,married,university.degree
