id	age	default	housing	loan	contact	month	day_of_week	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
1881	34	no	no	no	telephone	jul	tue	16	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1882	32	no	no	no	telephone	may	fri	8	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
1883	56	unknown	no	no	telephone	jun	wed	6	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
1883	56	unknown	no	no	telephone	jun	wed	6	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
1884	47	no	yes	no	cellular	aug	mon	2	999	0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
1885	41	no	no	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1886	34	no	yes	no	cellular	aug	mon	1	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1887	35	unknown	no	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
1888	19	unknown	yes	no	cellular	may	tue	4	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
1889	28	no	yes	no	telephone	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.956	5228.1	no
1890	41	no	yes	yes	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
1891	27	unknown	no	no	cellular	may	fri	5	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
1892	36	no	yes	no	cellular	apr	mon	3	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
1893	35	no	yes	no	cellular	nov	tue	2	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
1894	32	no	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1895	43	no	no	no	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1896	42	no	no	no	cellular	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1897	30	no	no	yes	telephone	oct	mon	1	999	0	nonexistent	-1.1	94.601	-49.5	0.953	4963.6	no
1898	34	no	no	no	cellular	jun	mon	1	999	0	nonexistent	-2.9	92.963	-40.8	1.266	5076.2	no
1899	26	no	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1900	30	no	no	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1901	61	no	no	no	cellular	apr	thu	2	999	0	nonexistent	-1.8	93.749	-34.6	0.659	5008.7	no
1902	48	no	yes	yes	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
1903	38	no	yes	no	telephone	jun	wed	3	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
1904	50	unknown	no	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
1905	32	no	yes	no	cellular	aug	tue	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1906	36	no	no	no	cellular	aug	mon	3	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1907	28	no	yes	no	telephone	jun	mon	10	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
1908	35	no	no	yes	telephone	aug	mon	5	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1909	37	no	no	no	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
1910	48	no	yes	no	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1911	35	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1912	47	no	yes	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1913	29	no	no	no	cellular	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	yes
1914	53	no	yes	no	telephone	jun	tue	4	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
1915	27	unknown	no	yes	telephone	may	fri	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1916	28	no	yes	no	cellular	jul	thu	6	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
1917	52	no	yes	no	cellular	nov	mon	1	999	1	failure	-0.1	93.2	-42.0	4.191	5195.8	no
1918	39	unknown	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	yes
1919	56	unknown	yes	no	cellular	jul	fri	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1919	56	unknown	yes	no	cellular	jul	fri	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1920	39	no	no	no	cellular	aug	mon	1	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1921	33	no	yes	no	cellular	aug	fri	10	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
1922	53	no	yes	no	telephone	sep	fri	1	999	0	nonexistent	-3.4	92.379	-29.8	0.803	5017.5	no
1923	32	no	no	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
1924	29	no	yes	no	cellular	aug	tue	2	999	0	nonexistent	-2.9	92.201	-31.4	0.859	5076.2	no
1925	36	no	yes	no	telephone	jul	tue	7	999	0	nonexistent	-2.9	92.469	-33.6	0.937	5076.2	no
1926	24	no	no	no	cellular	may	fri	2	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
1927	49	no	no	no	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1927	49	no	no	no	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1928	28	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1929	51	unknown	no	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
1930	33	no	yes	yes	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	no
1930	33	no	yes	yes	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	no
1931	34	no	yes	yes	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
1932	35	no	no	no	cellular	apr	wed	2	999	0	nonexistent	-1.8	93.075	-47.1	1.415	5099.1	no
1933	39	no	yes	no	cellular	dec	mon	1	6	2	success	-3.0	92.713	-33.0	0.706	5023.5	yes
1934	34	unknown	no	no	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
1935	29	no	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
1936	49	unknown	no	yes	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
1937	32	no	yes	no	cellular	may	mon	7	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
1938	53	no	yes	no	cellular	may	tue	4	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
1938	53	no	yes	no	cellular	may	tue	4	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
1939	51	unknown	no	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1940	37	no	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
1941	29	no	yes	no	cellular	aug	fri	7	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
1942	51	no	no	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
1943	30	no	yes	no	cellular	jun	wed	2	999	0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
1944	41	no	yes	no	telephone	jun	fri	2	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
1945	39	no	yes	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	yes
1946	27	no	yes	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1947	26	no	yes	no	cellular	nov	fri	1	7	1	success	-3.4	92.649	-30.1	0.714	5017.5	yes
1948	31	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1949	49	no	yes	yes	telephone	aug	tue	8	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
1950	47	no	yes	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1951	39	no	yes	no	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1952	56	no	no	no	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1953	42	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1953	42	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1954	44	no	yes	yes	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1955	52	no	yes	no	telephone	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
1956	25	no	no	no	cellular	aug	fri	1	999	0	nonexistent	-2.9	92.201	-31.4	0.869	5076.2	no
1957	36	no	no	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1958	41	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1959	37	no	yes	no	telephone	apr	thu	2	999	2	failure	-1.8	93.075	-47.1	1.41	5099.1	no
1960	38	no	no	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
1961	34	no	no	no	cellular	nov	thu	1	999	1	failure	-0.1	93.2	-42.0	4.076	5195.8	no
1962	31	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1963	39	unknown	yes	no	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
1963	39	unknown	yes	no	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
1964	36	no	yes	no	cellular	nov	tue	2	999	1	failure	-0.1	93.2	-42.0	4.153	5195.8	no
1965	38	unknown	unknown	unknown	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1966	39	no	yes	yes	cellular	aug	tue	2	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
1967	32	no	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	yes
1968	51	no	no	no	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1969	52	no	yes	yes	cellular	may	fri	2	999	1	failure	-1.8	92.893	-46.2	1.313	5099.1	no
1970	55	no	no	no	cellular	nov	fri	1	999	1	failure	-0.1	93.2	-42.0	4.021	5195.8	no
1971	35	no	no	no	cellular	aug	mon	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1972	41	no	yes	yes	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1973	29	no	no	no	telephone	jun	thu	13	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
1973	29	no	no	no	telephone	jun	thu	13	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
1974	38	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1975	51	no	no	no	cellular	nov	mon	2	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1976	35	no	yes	no	cellular	nov	mon	2	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1977	34	no	yes	no	cellular	may	wed	2	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	no
1978	47	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1979	32	no	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
1979	32	no	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
1980	39	unknown	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1981	56	no	no	no	telephone	jun	fri	3	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
1982	31	no	yes	no	cellular	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	yes
1983	46	no	yes	no	cellular	nov	fri	5	999	1	failure	-0.1	93.2	-42.0	4.021	5195.8	yes
1984	44	unknown	no	no	cellular	jul	tue	3	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1985	36	unknown	no	no	cellular	may	tue	1	999	1	failure	-1.8	92.893	-46.2	1.344	5099.1	no
1986	31	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	yes
1987	37	no	yes	no	cellular	may	fri	3	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
1988	32	no	yes	no	cellular	mar	mon	2	999	0	nonexistent	-1.8	92.843	-50.0	1.703	5099.1	no
1989	48	no	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1990	51	unknown	no	no	cellular	may	mon	1	999	1	failure	-1.8	92.893	-46.2	1.299	5099.1	no
1991	30	no	yes	no	cellular	nov	thu	4	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1992	37	unknown	yes	yes	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1993	38	no	yes	yes	telephone	jun	thu	1	999	0	nonexistent	-1.7	94.055	-39.8	0.729	4991.6	no
1994	36	no	yes	no	cellular	may	mon	2	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
1995	55	no	no	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
1996	51	unknown	no	no	cellular	may	thu	2	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
1997	42	no	no	no	cellular	jul	wed	6	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1998	29	no	no	no	cellular	nov	mon	1	999	1	failure	-0.1	93.2	-42.0	4.191	5195.8	no
1999	59	no	yes	no	cellular	may	tue	1	999	1	failure	-1.8	92.893	-46.2	1.266	5099.1	no
2000	31	no	no	yes	cellular	jul	thu	17	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
2001	31	no	no	yes	cellular	dec	mon	2	999	1	failure	-3.0	92.713	-33.0	0.709	5023.5	yes
2002	34	no	yes	yes	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
2003	37	unknown	yes	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
2003	37	unknown	yes	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
2004	25	no	no	no	telephone	jun	wed	19	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
2005	34	no	unknown	unknown	cellular	jul	fri	3	999	2	failure	-1.7	94.215	-40.3	0.896	4991.6	no
2006	37	no	yes	no	telephone	jun	tue	3	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
2007	26	no	no	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
2008	24	no	yes	no	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2009	37	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
2010	28	no	no	yes	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.955	5228.1	no
2011	31	no	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
2012	32	no	no	no	cellular	nov	tue	2	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
2013	52	no	no	no	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	yes
2014	41	no	no	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2015	36	no	no	no	cellular	nov	tue	1	999	0	nonexistent	-1.1	94.767	-50.8	1.046	4963.6	yes
2016	32	no	no	yes	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
2017	24	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
2018	48	no	no	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
2019	57	no	no	no	cellular	sep	tue	1	3	5	success	-1.1	94.199	-37.5	0.877	4963.6	yes
2020	36	no	no	no	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
2021	46	unknown	yes	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	no
2022	55	no	yes	no	telephone	may	thu	4	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
2023	34	no	no	no	cellular	may	wed	1	999	1	failure	-1.8	92.893	-46.2	1.334	5099.1	no
2024	37	unknown	no	no	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
2025	33	no	yes	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
2026	29	no	yes	no	telephone	aug	thu	3	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
2027	30	no	no	no	cellular	nov	wed	2	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
2028	33	no	no	yes	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
2029	31	no	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2030	47	no	no	no	cellular	nov	tue	3	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
2031	24	no	no	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
2032	30	no	yes	yes	cellular	jul	wed	4	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
2033	48	no	yes	no	telephone	jun	thu	2	999	0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
2034	29	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
2035	47	no	no	no	telephone	jun	fri	1	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
2036	32	no	no	no	cellular	may	wed	3	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	no
2037	32	no	no	yes	cellular	jul	thu	2	999	0	nonexistent	-1.7	94.215	-40.3	0.846	4991.6	yes
2038	48	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
2039	34	no	no	yes	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
2040	42	no	no	no	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
2041	33	no	yes	no	cellular	aug	mon	4	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
2042	28	no	yes	no	cellular	oct	fri	2	4	1	success	-3.4	92.431	-26.9	0.752	5017.5	no
2043	58	unknown	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	yes
2044	43	no	yes	yes	cellular	nov	mon	3	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
2045	28	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	yes
2046	37	no	yes	no	cellular	apr	thu	1	999	0	nonexistent	-1.8	93.075	-47.1	1.365	5099.1	yes
2047	43	unknown	yes	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2048	30	no	no	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
2049	36	no	no	no	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
2050	50	no	yes	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2051	37	no	yes	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
2052	30	no	yes	no	cellular	apr	mon	3	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	no
2053	46	no	no	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
2054	34	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
2055	52	no	yes	no	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
2056	54	unknown	no	no	cellular	may	fri	7	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
2057	43	no	yes	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2058	35	no	no	no	cellular	may	mon	3	999	1	failure	-1.8	92.893	-46.2	1.354	5099.1	no
2059	40	unknown	yes	no	cellular	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
2060	32	no	yes	no	telephone	jun	fri	3	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
2061	31	no	yes	no	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
2062	41	no	no	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
2063	29	no	yes	no	cellular	nov	wed	3	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
2064	53	no	yes	no	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2064	53	no	yes	no	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2065	47	no	yes	no	cellular	aug	mon	3	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	yes
2066	51	unknown	yes	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
2067	35	no	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
2068	51	no	yes	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2068	51	no	yes	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2069	44	unknown	yes	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
2070	59	no	yes	no	telephone	jun	wed	2	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
2071	31	no	no	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
2072	31	no	yes	no	telephone	may	tue	2	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
2073	41	no	no	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
2074	32	unknown	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
2075	32	no	no	no	telephone	jun	thu	2	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
2076	56	no	no	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
2077	51	no	yes	no	cellular	jul	fri	5	999	0	nonexistent	-2.9	92.469	-33.6	0.921	5076.2	yes
2078	53	unknown	no	yes	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
2079	25	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
2080	33	no	no	yes	cellular	nov	wed	1	999	1	failure	-0.1	93.2	-42.0	4.12	5195.8	no
2081	41	unknown	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2082	28	no	no	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
2083	48	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	yes
2084	28	no	yes	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
2085	43	no	no	no	telephone	jun	thu	17	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
2086	29	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2087	36	no	yes	no	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
2088	30	no	yes	no	cellular	jul	thu	8	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	yes
2089	49	no	yes	yes	cellular	apr	fri	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
2090	55	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
2091	34	no	yes	yes	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
2092	29	no	yes	no	cellular	aug	thu	1	4	2	success	-2.9	92.201	-31.4	0.873	5076.2	no
2092	29	no	yes	no	cellular	aug	thu	1	4	2	success	-2.9	92.201	-31.4	0.873	5076.2	no
2093	35	no	yes	yes	cellular	apr	thu	1	999	0	nonexistent	-1.8	93.075	-47.1	1.365	5099.1	no
2093	35	no	yes	yes	cellular	apr	thu	1	999	0	nonexistent	-1.8	93.075	-47.1	1.365	5099.1	no
2094	40	unknown	no	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
2095	42	no	no	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
2096	34	no	yes	yes	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
2097	47	unknown	yes	no	cellular	nov	fri	3	999	1	failure	-0.1	93.2	-42.0	4.021	5195.8	no
2098	39	no	yes	no	cellular	aug	fri	4	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
2099	55	no	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
2100	44	unknown	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
2101	34	unknown	no	yes	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
2102	45	no	yes	no	cellular	aug	mon	1	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
2103	50	no	yes	no	cellular	nov	mon	1	3	1	success	-3.4	92.649	-30.1	0.714	5017.5	yes
2104	55	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
2105	28	unknown	no	no	cellular	jul	tue	3	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
2106	30	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
